identificador_contrato;fechahora;categoria;id_signo;importe;client_type
ES0081765987321048123456;2023-03-21 00:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;356.70;Increasing Salary Worker
ES0081765987321048123456;2023-04-04 08:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;52.91;Increasing Salary Worker
ES0081765987321048123456;2023-05-06 12:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;207.21;Increasing Salary Worker
ES0081765987321048123456;2023-05-22 21:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;272.83;Increasing Salary Worker
ES0081765987321048123456;2023-06-06 10:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;481.23;Increasing Salary Worker
ES0081765987321048123456;2023-06-17 00:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;360.95;Increasing Salary Worker
ES0081765987321048123456;2023-06-17 11:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;227.61;Increasing Salary Worker
ES0081765987321048123456;2023-06-18 12:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;93.93;Increasing Salary Worker
ES0081765987321048123456;2023-07-07 08:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;465.85;Increasing Salary Worker
ES0081765987321048123456;2023-07-07 17:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;260.63;Increasing Salary Worker
ES0081765987321048123456;2023-07-09 16:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;106.02;Increasing Salary Worker
ES0081765987321048123456;2023-07-18 07:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;463.63;Increasing Salary Worker
ES0081765987321048123456;2023-07-20 09:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;305.26;Increasing Salary Worker
ES0081765987321048123456;2023-07-26 07:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;275.32;Increasing Salary Worker
ES0081765987321048123456;2023-08-16 04:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;403.29;Increasing Salary Worker
ES0081765987321048123456;2023-08-20 16:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;240.18;Increasing Salary Worker
ES0081765987321048123456;2023-08-26 07:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;185.54;Increasing Salary Worker
ES0081765987321048123456;2023-08-28 04:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;459.80;Increasing Salary Worker
ES0081765987321048123456;2023-09-04 04:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;475.36;Increasing Salary Worker
ES0081765987321048123456;2023-09-19 14:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;488.28;Increasing Salary Worker
ES0081765987321048123456;2023-10-15 14:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;245.74;Increasing Salary Worker
ES0081765987321048123456;2023-10-16 07:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;123.00;Increasing Salary Worker
ES0081765987321048123456;2023-10-20 08:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;400.06;Increasing Salary Worker
ES0081765987321048123456;2023-10-27 18:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;209.33;Increasing Salary Worker
ES0081765987321048123456;2023-11-03 11:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;452.41;Increasing Salary Worker
ES0081765987321048123456;2023-11-03 16:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;203.38;Increasing Salary Worker
ES0081765987321048123456;2023-11-13 18:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;312.23;Increasing Salary Worker
ES0081765987321048123456;2023-11-26 01:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;249.83;Increasing Salary Worker
ES0081765987321048123456;2023-12-02 12:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;472.94;Increasing Salary Worker
ES0081765987321048123456;2024-01-08 07:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;176.49;Increasing Salary Worker
ES0081765987321048123456;2024-01-09 03:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;302.30;Increasing Salary Worker
ES0081765987321048123456;2024-01-16 17:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;421.18;Increasing Salary Worker
ES0081765987321048123456;2024-01-18 01:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;85.73;Increasing Salary Worker
ES0081765987321048123456;2024-01-24 06:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;92.15;Increasing Salary Worker
ES0081765987321048123456;2024-02-02 15:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;178.61;Increasing Salary Worker
ES0081765987321048123456;2024-02-05 19:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;468.24;Increasing Salary Worker
ES0081765987321048123456;2024-02-14 15:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;290.10;Increasing Salary Worker
ES0081765987321048123456;2024-03-10 04:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;279.98;Increasing Salary Worker
ES0081765987321048123456;2024-03-22 00:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;472.79;Increasing Salary Worker
ES0081765987321048123456;2024-03-27 15:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;252.27;Increasing Salary Worker
ES0081765987321048123456;2024-04-04 22:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;440.90;Increasing Salary Worker
ES0081765987321048123456;2024-04-14 19:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;222.85;Increasing Salary Worker
ES0081765987321048123456;2024-04-18 09:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;345.93;Increasing Salary Worker
ES0081765987321048123456;2024-04-21 17:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;357.62;Increasing Salary Worker
ES0081765987321048123456;2024-04-27 00:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;340.79;Increasing Salary Worker
ES0081765987321048123456;2024-05-04 21:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;221.75;Increasing Salary Worker
ES0081765987321048123456;2024-05-04 22:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;400.16;Increasing Salary Worker
ES0081765987321048123456;2024-05-05 12:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;159.02;Increasing Salary Worker
ES0081765987321048123456;2024-05-05 18:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;67.75;Increasing Salary Worker
ES0081765987321048123456;2024-05-12 00:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;258.83;Increasing Salary Worker
ES0081765987321048123456;2024-05-18 16:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;144.06;Increasing Salary Worker
ES0081765987321048123456;2024-06-05 15:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;335.92;Increasing Salary Worker
ES0081765987321048123456;2024-06-07 13:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;90.18;Increasing Salary Worker
ES0081765987321048123456;2024-06-24 18:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;100.85;Increasing Salary Worker
ES0081765987321048123456;2024-07-18 07:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;237.87;Increasing Salary Worker
ES0081765987321048123456;2024-07-21 09:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;144.67;Increasing Salary Worker
ES0081765987321048123456;2024-07-22 21:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;347.61;Increasing Salary Worker
ES0081765987321048123456;2024-07-23 00:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;107.22;Increasing Salary Worker
ES0081765987321048123456;2024-07-23 13:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;286.47;Increasing Salary Worker
ES0081765987321048123456;2024-07-26 19:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;200.22;Increasing Salary Worker
ES0081765987321048123456;2024-08-05 08:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;415.07;Increasing Salary Worker
ES0081765987321048123456;2024-08-07 10:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;69.77;Increasing Salary Worker
ES0081765987321048123456;2024-08-18 10:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;99.19;Increasing Salary Worker
ES0081765987321048123456;2024-08-27 22:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;203.90;Increasing Salary Worker
ES0081765987321048123456;2024-09-08 18:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;365.56;Increasing Salary Worker
ES0081765987321048123456;2024-09-11 09:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;114.20;Increasing Salary Worker
ES0081765987321048123456;2024-09-13 03:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;402.11;Increasing Salary Worker
ES0081765987321048123456;2024-09-13 13:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;249.97;Increasing Salary Worker
ES0081765987321048123456;2024-09-17 14:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;305.03;Increasing Salary Worker
ES0081765987321048123456;2024-10-04 03:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;131.27;Increasing Salary Worker
ES0081765987321048123456;2024-10-05 03:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;472.29;Increasing Salary Worker
ES0081765987321048123456;2024-10-07 00:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;230.73;Increasing Salary Worker
ES0081765987321048123456;2024-10-17 05:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;256.30;Increasing Salary Worker
ES0081765987321048123456;2024-10-18 11:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;404.99;Increasing Salary Worker
ES0081765987321048123456;2024-10-19 19:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;180.34;Increasing Salary Worker
ES0081765987321048123456;2024-10-28 19:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;242.02;Increasing Salary Worker
ES0081765987321048123456;2024-11-03 17:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;425.53;Increasing Salary Worker
ES0081765987321048123456;2024-11-16 20:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;376.32;Increasing Salary Worker
ES0081765987321048123456;2024-12-09 08:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;352.61;Increasing Salary Worker
ES0081765987321048123456;2024-12-17 10:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;377.32;Increasing Salary Worker
ES0081765987321048123456;2024-12-20 16:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;431.14;Increasing Salary Worker
ES0081765987321048123456;2025-01-06 12:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;229.37;Increasing Salary Worker
ES0081765987321048123456;2025-01-07 19:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;293.61;Increasing Salary Worker
ES0081765987321048123456;2025-01-08 20:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;164.93;Increasing Salary Worker
ES0081765987321048123456;2025-01-12 08:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;98.63;Increasing Salary Worker
ES0081765987321048123456;2025-01-17 21:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;295.86;Increasing Salary Worker
ES0081765987321048123456;2025-01-18 20:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;245.77;Increasing Salary Worker
ES0081765987321048123456;2025-02-16 12:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;272.10;Increasing Salary Worker
ES0081765987321048123456;2025-02-19 02:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;133.64;Increasing Salary Worker
ES0081765987321048123456;2025-03-06 04:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;180.01;Increasing Salary Worker
ES0081765987321048123456;2025-03-23 03:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;466.88;Increasing Salary Worker
ES0081765987321048123456;2025-03-26 19:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;390.99;Increasing Salary Worker
ES0081765987321048123456;2025-04-02 03:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;102.81;Increasing Salary Worker
ES0081765987321048123456;2025-04-14 06:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;279.08;Increasing Salary Worker
ES0081765987321048123456;2025-04-20 07:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;373.90;Increasing Salary Worker
ES0081765987321048123456;2025-04-26 11:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;272.82;Increasing Salary Worker
ES0081765987321048123456;2025-04-27 02:00:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;54.73;Increasing Salary Worker
ES0081123456789012345678;2023-03-06 05:00:00;TRANSFERENCIA EMITIDA;-1;181.58;Heavy Investor
ES0081123456789012345678;2023-07-07 02:00:00;TRANSFERENCIA EMITIDA;-1;597.65;Heavy Investor
ES0081123456789012345678;2023-11-06 16:00:00;TRANSFERENCIA EMITIDA;-1;176.92;Heavy Investor
ES0081123456789012345678;2024-04-10 06:00:00;TRANSFERENCIA EMITIDA;-1;201.24;Heavy Investor
ES0081123456789012345678;2024-11-08 13:00:00;TRANSFERENCIA EMITIDA;-1;506.55;Heavy Investor
ES0081123456789012345678;2025-04-22 01:00:00;TRANSFERENCIA EMITIDA;-1;820.48;Heavy Investor
ES0081345678901234567890;2023-01-18 22:00:00;TRANSFERENCIA EMITIDA;-1;304.23;Movimientos Duplicados
ES0081345678901234567890;2023-02-21 00:00:00;TRANSFERENCIA EMITIDA;-1;584.85;Movimientos Duplicados
ES0081345678901234567890;2023-03-07 01:00:00;TRANSFERENCIA EMITIDA;-1;86.99;Movimientos Duplicados
ES0081345678901234567890;2023-04-27 22:00:00;TRANSFERENCIA EMITIDA;-1;888.77;Movimientos Duplicados
ES0081345678901234567890;2023-04-28 22:00:00;TRANSFERENCIA EMITIDA;-1;680.58;Movimientos Duplicados
ES0081345678901234567890;2023-05-07 22:00:00;TRANSFERENCIA EMITIDA;-1;559.54;Movimientos Duplicados
ES0081345678901234567890;2023-05-14 02:00:00;TRANSFERENCIA EMITIDA;-1;129.94;Movimientos Duplicados
ES0081345678901234567890;2023-06-03 02:00:00;TRANSFERENCIA EMITIDA;-1;738.33;Movimientos Duplicados
ES0081345678901234567890;2023-07-08 22:00:00;TRANSFERENCIA EMITIDA;-1;613.53;Movimientos Duplicados
ES0081345678901234567890;2023-07-09 22:00:00;TRANSFERENCIA EMITIDA;-1;539.29;Movimientos Duplicados
ES0081345678901234567890;2023-08-22 22:00:00;TRANSFERENCIA EMITIDA;-1;608.09;Movimientos Duplicados
ES0081345678901234567890;2023-09-17 22:00:00;TRANSFERENCIA EMITIDA;-1;489.30;Movimientos Duplicados
ES0081345678901234567890;2023-11-08 22:00:00;TRANSFERENCIA EMITIDA;-1;673.31;Movimientos Duplicados
ES0081345678901234567890;2023-11-16 22:00:00;TRANSFERENCIA EMITIDA;-1;531.46;Movimientos Duplicados
ES0081345678901234567890;2023-12-26 22:00:00;TRANSFERENCIA EMITIDA;-1;996.36;Movimientos Duplicados
ES0081345678901234567890;2024-01-03 02:00:00;TRANSFERENCIA EMITIDA;-1;431.15;Movimientos Duplicados
ES0081345678901234567890;2024-01-28 22:00:00;TRANSFERENCIA EMITIDA;-1;478.46;Movimientos Duplicados
ES0081345678901234567890;2024-03-14 22:00:00;TRANSFERENCIA EMITIDA;-1;631.29;Movimientos Duplicados
ES0081345678901234567890;2024-03-28 02:00:00;TRANSFERENCIA EMITIDA;-1;775.17;Movimientos Duplicados
ES0081345678901234567890;2024-04-16 22:00:00;TRANSFERENCIA EMITIDA;-1;423.89;Movimientos Duplicados
ES0081345678901234567890;2024-04-23 01:00:00;TRANSFERENCIA EMITIDA;-1;572.17;Movimientos Duplicados
ES0081345678901234567890;2024-05-17 22:00:00;TRANSFERENCIA EMITIDA;-1;596.31;Movimientos Duplicados
ES0081345678901234567890;2024-05-18 22:00:00;TRANSFERENCIA EMITIDA;-1;69.05;Movimientos Duplicados
ES0081345678901234567890;2024-06-21 00:00:00;TRANSFERENCIA EMITIDA;-1;561.69;Movimientos Duplicados
ES0081345678901234567890;2024-07-15 22:00:00;TRANSFERENCIA EMITIDA;-1;356.50;Movimientos Duplicados
ES0081345678901234567890;2024-08-07 02:00:00;TRANSFERENCIA EMITIDA;-1;414.40;Movimientos Duplicados
ES0081345678901234567890;2024-09-17 22:00:00;TRANSFERENCIA EMITIDA;-1;951.13;Movimientos Duplicados
ES0081345678901234567890;2024-12-21 22:00:00;TRANSFERENCIA EMITIDA;-1;866.12;Movimientos Duplicados
ES0081345678901234567890;2025-01-24 00:00:00;TRANSFERENCIA EMITIDA;-1;831.72;Movimientos Duplicados
ES0081345678901234567890;2025-02-03 22:00:00;TRANSFERENCIA EMITIDA;-1;243.41;Movimientos Duplicados
ES0081345678901234567890;2025-04-13 01:00:00;TRANSFERENCIA EMITIDA;-1;277.30;Movimientos Duplicados
ES0081123456789012345678;2023-06-13 03:00:00;TRANSFERENCIA RECIBIDA;1;595.56;Heavy Investor
ES0081123456789012345678;2023-08-08 08:00:00;TRANSFERENCIA RECIBIDA;1;890.66;Heavy Investor
ES0081123456789012345678;2024-01-26 07:00:00;TRANSFERENCIA RECIBIDA;1;865.53;Heavy Investor
ES0081123456789012345678;2024-05-07 10:00:00;TRANSFERENCIA RECIBIDA;1;790.80;Heavy Investor
ES0081123456789012345678;2024-07-18 00:00:00;TRANSFERENCIA RECIBIDA;1;219.53;Heavy Investor
ES0081345678901234567890;2024-11-09 04:00:00;TRANSFERENCIA RECIBIDA;1;155.72;Movimientos Duplicados
ES0081123456789012345678;2023-01-10 16:00:00;TRANSPORTE;-1;949.42;Heavy Investor
ES0081123456789012345678;2023-04-18 22:00:00;TRANSPORTE;-1;290.03;Heavy Investor
ES0081123456789012345678;2023-12-21 12:00:00;TRANSPORTE;-1;510.05;Heavy Investor
ES0081123456789012345678;2023-02-17 03:00:00;TRANSPORTE AVION;-1;191.39;Heavy Investor
ES0081123456789012345678;2024-05-14 10:00:00;TRANSPORTE AVION;-1;998.31;Heavy Investor
ES0081123456789012345678;2024-09-09 20:00:00;TRANSPORTE AVION;-1;192.39;Heavy Investor
ES0081123456789012345678;2024-10-18 12:00:00;TRANSPORTE AVION;-1;697.83;Heavy Investor
ES0081123456789012345678;2024-11-21 14:00:00;TRANSPORTE AVION;-1;718.69;Heavy Investor
ES0081123456789012345678;2024-03-13 16:00:00;TRANSPORTE TAXI;-1;511.20;Heavy Investor
ES0081345678901234567890;2023-01-08 22:00:00;TRANSPORTE TAXI;-1;838.77;Movimientos Duplicados
ES0081345678901234567890;2023-02-26 14:00:00;TRANSPORTE TAXI;-1;883.98;Movimientos Duplicados
ES0081345678901234567890;2023-03-09 11:00:00;TRANSPORTE TAXI;-1;957.46;Movimientos Duplicados
ES0081345678901234567890;2023-03-21 09:00:00;TRANSPORTE TAXI;-1;794.25;Movimientos Duplicados
ES0081345678901234567890;2023-03-22 20:00:00;TRANSPORTE TAXI;-1;167.09;Movimientos Duplicados
ES0081345678901234567890;2023-04-06 08:00:00;TRANSPORTE TAXI;-1;348.18;Movimientos Duplicados
ES0081345678901234567890;2023-06-03 09:00:00;TRANSPORTE TAXI;-1;264.67;Movimientos Duplicados
ES0081345678901234567890;2023-06-21 15:00:00;TRANSPORTE TAXI;-1;823.46;Movimientos Duplicados
ES0081345678901234567890;2023-06-23 08:00:00;TRANSPORTE TAXI;-1;657.80;Movimientos Duplicados
ES0081345678901234567890;2023-07-03 04:00:00;TRANSPORTE TAXI;-1;616.88;Movimientos Duplicados
ES0081345678901234567890;2023-08-06 21:00:00;TRANSPORTE TAXI;-1;662.28;Movimientos Duplicados
ES0081345678901234567890;2023-08-17 16:00:00;TRANSPORTE TAXI;-1;725.59;Movimientos Duplicados
ES0081345678901234567890;2023-09-04 11:00:00;TRANSPORTE TAXI;-1;630.99;Movimientos Duplicados
ES0081345678901234567890;2023-09-17 03:00:00;TRANSPORTE TAXI;-1;753.51;Movimientos Duplicados
ES0081345678901234567890;2023-10-07 12:00:00;TRANSPORTE TAXI;-1;623.84;Movimientos Duplicados
ES0081345678901234567890;2023-12-06 04:00:00;TRANSPORTE TAXI;-1;137.52;Movimientos Duplicados
ES0081345678901234567890;2023-12-14 18:00:00;TRANSPORTE TAXI;-1;680.97;Movimientos Duplicados
ES0081345678901234567890;2023-12-27 16:00:00;TRANSPORTE TAXI;-1;245.62;Movimientos Duplicados
ES0081345678901234567890;2024-01-19 09:00:00;TRANSPORTE TAXI;-1;626.85;Movimientos Duplicados
ES0081345678901234567890;2024-01-28 15:00:00;TRANSPORTE TAXI;-1;744.15;Movimientos Duplicados
ES0081345678901234567890;2024-02-19 18:00:00;TRANSPORTE TAXI;-1;158.15;Movimientos Duplicados
ES0081345678901234567890;2024-03-27 10:00:00;TRANSPORTE TAXI;-1;574.06;Movimientos Duplicados
ES0081345678901234567890;2024-04-28 12:00:00;TRANSPORTE TAXI;-1;798.84;Movimientos Duplicados
ES0081345678901234567890;2024-05-13 11:00:00;TRANSPORTE TAXI;-1;329.66;Movimientos Duplicados
ES0081345678901234567890;2024-05-14 11:00:00;TRANSPORTE TAXI;-1;678.49;Movimientos Duplicados
ES0081345678901234567890;2024-07-17 00:00:00;TRANSPORTE TAXI;-1;953.40;Movimientos Duplicados
ES0081345678901234567890;2024-07-25 05:00:00;TRANSPORTE TAXI;-1;195.17;Movimientos Duplicados
ES0081345678901234567890;2024-08-10 13:00:00;TRANSPORTE TAXI;-1;924.11;Movimientos Duplicados
ES0081345678901234567890;2024-08-25 22:00:00;TRANSPORTE TAXI;-1;87.70;Movimientos Duplicados
ES0081345678901234567890;2024-11-12 22:00:00;TRANSPORTE TAXI;-1;198.01;Movimientos Duplicados
ES0081345678901234567890;2024-12-05 07:00:00;TRANSPORTE TAXI;-1;951.69;Movimientos Duplicados
ES0081345678901234567890;2024-12-05 18:00:00;TRANSPORTE TAXI;-1;346.79;Movimientos Duplicados
ES0081345678901234567890;2024-12-05 22:00:00;TRANSPORTE TAXI;-1;981.53;Movimientos Duplicados
ES0081345678901234567890;2024-12-07 19:00:00;TRANSPORTE TAXI;-1;395.68;Movimientos Duplicados
ES0081345678901234567890;2024-12-24 22:00:00;TRANSPORTE TAXI;-1;424.58;Movimientos Duplicados
ES0081345678901234567890;2024-12-25 01:00:00;TRANSPORTE TAXI;-1;830.91;Movimientos Duplicados
ES0081345678901234567890;2025-01-21 19:00:00;TRANSPORTE TAXI;-1;874.80;Movimientos Duplicados
ES0081345678901234567890;2025-03-03 01:00:00;TRANSPORTE TAXI;-1;850.01;Movimientos Duplicados
ES0081345678901234567890;2025-04-08 22:00:00;TRANSPORTE TAXI;-1;496.02;Movimientos Duplicados
ES0081123456789012345678;2024-08-08 00:00:00;TRANSPORTE TREN;-1;877.37;Heavy Investor
ES0081123456789012345678;2025-04-21 00:00:00;TRANSPORTE TREN;-1;686.61;Heavy Investor
ES0081765987321048123456;2023-08-04 03:00:00;TRANSPORTE TREN;-1;758.60;Increasing Salary Worker
ES0081123456789012345678;2023-02-13 15:00:00;UNIVERSIDAD Y ESTUDIOS SUPERIORES;-1;431.27;Heavy Investor
ES0081123456789012345678;2023-08-27 14:00:00;UNIVERSIDAD Y ESTUDIOS SUPERIORES;-1;773.10;Heavy Investor
ES0081123456789012345678;2023-10-28 16:00:00;UNIVERSIDAD Y ESTUDIOS SUPERIORES;-1;696.70;Heavy Investor
ES0081123456789012345678;2024-07-18 07:00:00;UNIVERSIDAD Y ESTUDIOS SUPERIORES;-1;115.37;Heavy Investor
ES0081123456789012345678;2024-11-12 19:00:00;UNIVERSIDAD Y ESTUDIOS SUPERIORES;-1;906.55;Heavy Investor
ES0081345678901234567890;2024-03-17 21:00:00;UNIVERSIDAD Y ESTUDIOS SUPERIORES;-1;793.44;Movimientos Duplicados
ES0081123456789012345678;2023-01-27 16:00:00;VALORES;-1;11785.45;Heavy Investor
ES0081123456789012345678;2023-02-14 04:00:00;VALORES;-1;12866.52;Heavy Investor
ES0081123456789012345678;2023-03-26 16:00:00;VALORES;-1;530.48;Heavy Investor
ES0081123456789012345678;2023-05-10 11:00:00;VALORES;-1;16073.30;Heavy Investor
ES0081123456789012345678;2023-06-05 14:00:00;VALORES;-1;17627.08;Heavy Investor
ES0081123456789012345678;2023-06-22 06:00:00;VALORES;-1;11346.05;Heavy Investor
ES0081123456789012345678;2023-07-09 12:00:00;VALORES;-1;14077.67;Heavy Investor
ES0081123456789012345678;2023-08-24 12:00:00;VALORES;-1;10956.94;Heavy Investor
ES0081123456789012345678;2023-10-05 00:00:00;VALORES;-1;6870.20;Heavy Investor
ES0081123456789012345678;2023-11-06 01:00:00;VALORES;-1;15823.81;Heavy Investor
ES0081123456789012345678;2023-12-05 17:00:00;VALORES;-1;7594.73;Heavy Investor
ES0081123456789012345678;2023-12-27 20:00:00;VALORES;-1;19889.94;Heavy Investor
ES0081123456789012345678;2024-03-08 20:00:00;VALORES;-1;15164.87;Heavy Investor
ES0081123456789012345678;2024-06-08 20:00:00;VALORES;-1;9729.35;Heavy Investor
ES0081123456789012345678;2024-07-27 07:00:00;VALORES;-1;5113.95;Heavy Investor
ES0081123456789012345678;2024-08-22 22:00:00;VALORES;-1;12932.55;Heavy Investor
ES0081123456789012345678;2024-08-26 14:00:00;VALORES;-1;11810.53;Heavy Investor
ES0081123456789012345678;2024-10-23 17:00:00;VALORES;-1;19330.70;Heavy Investor
ES0081123456789012345678;2024-12-04 16:00:00;VALORES;-1;12166.56;Heavy Investor
ES0081123456789012345678;2024-12-14 04:00:00;VALORES;-1;12544.60;Heavy Investor
ES0081123456789012345678;2025-01-06 16:00:00;VALORES;-1;7095.72;Heavy Investor
ES0081123456789012345678;2025-03-04 11:00:00;VALORES;-1;424.34;Heavy Investor
ES0081543210987654321098;2023-12-23 19:00:00;ALIEXPRESS;-1;946.95;Pensionist with New Gambling
ES0081543210987654321098;2025-03-06 17:00:00;CRIPTOMONEDAS;-1;3616.13;Pensionist with New Gambling
ES0081543210987654321098;2025-04-03 08:00:00;CRIPTOMONEDAS;-1;3421.38;Pensionist with New Gambling
ES0081543210987654321098;2025-04-13 15:00:00;CRIPTOMONEDAS;-1;2026.17;Pensionist with New Gambling
ES0081543210987654321098;2023-08-25 11:00:00;EDUCACIÓN;-1;598.05;Pensionist with New Gambling
ES0081543210987654321098;2023-01-18 10:00:00;ENERGÍA Y GAS;-1;260.21;Pensionist with New Gambling
ES0081543210987654321098;2023-01-20 16:00:00;ENERGÍA Y GAS;-1;453.80;Pensionist with New Gambling
ES0081543210987654321098;2023-01-27 17:00:00;ENERGÍA Y GAS;-1;387.64;Pensionist with New Gambling
ES0081543210987654321098;2023-02-04 13:00:00;ENERGÍA Y GAS;-1;172.48;Pensionist with New Gambling
ES0081543210987654321098;2023-02-15 15:00:00;ENERGÍA Y GAS;-1;127.18;Pensionist with New Gambling
ES0081543210987654321098;2023-02-18 13:00:00;ENERGÍA Y GAS;-1;490.27;Pensionist with New Gambling
ES0081543210987654321098;2023-02-20 16:00:00;ENERGÍA Y GAS;-1;387.08;Pensionist with New Gambling
ES0081543210987654321098;2023-03-07 08:00:00;ENERGÍA Y GAS;-1;295.24;Pensionist with New Gambling
